Restaurante,Ciudad,Categoría,Precio_Conver,Precio,Teléfono,Dirección,Reseñas,Valoración,Web,Menú,Email,Imagen
Winewood,Miami,Italiana,Moderado-Alto,€€ - €€€,+1 305-754-8282,"7251 Biscayne Blvd, Miami, FL 33138-5117",26 opiniones,"4,0",http://winewood-miami.sites.tablehero.com/,http://winewood-miami.sites.tablehero.com/#menu,winewood1@icloud.com,https://media-cdn.tripadvisor.com/media/photo-s/0d/a3/c5/f7/restaurangens-huvudbyggnad.jpg
Xixón Spanish Restaurant,Miami,Española,Moderado-Alto,€€ - €€€,+1 305-854-9350,"2101 SW 22nd Street, Coral Gables, FL 33145-2627",455 opiniones,"4,0",http://www.xixonspanishrestaurant.com/,https://www.tripadvisor.es/Restaurant_Review-g34152-d1034320-Reviews-Xixon_Spanish_Restaurant-Coral_Gables_Florida.html#,info@xixonspanishrestaurant.com,https://media-cdn.tripadvisor.com/media/photo-s/13/f6/cf/7b/nuestra-vinoteca-con.jpg
Alloy Bistro Gourmet,Miami,Italiana,Muy alto,€€€€,+1 786-773-2742,"154 Southeast 1st Avenue, Miami, FL 33131",71 opiniones,"4,5",No disponible,No disponible,servicedirectory494@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/19/96/04/f4/seating-at-our-patio.jpg
Amalia Restaurant Miami Beach,Miami,Mediterránea,Muy alto,€€€€,+1 786-583-0510,"1900 Collins Ave The Lennox Hotel, Miami Beach, FL 33139-1912",28 opiniones,"4,5",http://www.lennoxmiamibeach.com/sip-savor,https://www.lennoxmiamibeach.com/sip-savor,mcastro@dhmhotels.com,https://media-cdn.tripadvisor.com/media/photo-s/22/e4/24/7f/amalia.jpg
Bagatelle Miami,Miami,Francesa,Muy alto,€€€€,+1 305-704-3900,"1669 Collins Ave, Miami Beach, FL 33139-3136",239 opiniones,"4,0",No disponible,https://www.tripadvisor.es/Restaurant_Review-g34439-d7911904-Reviews-Bagatelle_Miami-Miami_Beach_Florida.html#,miami@bagatelle.com,https://media-cdn.tripadvisor.com/media/photo-s/22/84/99/a9/bagatelle-miami.jpg
Bellini Restaurant,Miami,Italiana,Muy alto,€€€€,+1 305-800-6672,"2988 McFarlane Rd, Miami, FL 33133-6011",56 opiniones,"4,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/1a/ed/15/12/photo5jpg.jpg
Bizcaya Restaurant,Miami,Mediterránea,Muy alto,€€€€,+1 305-644-4680,"3300 SW 27th Ave The Ritz-Carlton Coconut Grove, Miami, FL 33133-5305",29 opiniones,"4,0",http://www.marriott.com/hotels/hotel-information/restaurant/MIARZ&scid=d42e66eb-35c2-4d9c-9219-ae39f3a2ca9f,https://www.tripadvisor.es/Restaurant_Review-g34438-d495779-Reviews-Bizcaya_Restaurant-Miami_Florida.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/08/bd/7b/97/bizcaya-restaurant.jpg
Boulud Sud Miami,Miami,Internacional,Muy alto,€€€€,+1 305-421-8800,"255 Biscayne Boulevard Way Located in the lobby in downtown JW Marriott marquis, Miami, FL 33131",127 opiniones,"4,5",http://www.bouludsud.com/miami,https://www.bouludsud.com/miami/menus-2/,miamiinquiry@danielnyc.com,https://media-cdn.tripadvisor.com/media/photo-s/23/5c/d2/03/boulud-sud-miami.jpg
Caffe Abbracci,Miami,Italiana,Muy alto,€€€€,+1 305-441-0700,"318 Aragon Ave, Coral Gables, FL 33134-5011",429 opiniones,"4,5",No disponible,No disponible,CaffeAbbracci@comcast.net,https://media-cdn.tripadvisor.com/media/photo-s/0f/04/b3/d4/photo0jpg.jpg
Carbone,Miami,Italiana,Muy alto,€€€€,+1 212-254-3000,"49 Collins Ave, Miami Beach, FL 33139-7489",74 opiniones,"3,5",http://carbonemiami.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1c/fe/ca/57/before-you-pick.jpg
Casa Tua,Miami,Italiana,Muy alto,€€€€,+1 305-673-1010,"1700 James Ave Casa Tua Hotel, Miami Beach, FL 33139-7507",1415 opiniones,"4,0",No disponible,No disponible,info@casatualifestyle.com,https://media-cdn.tripadvisor.com/media/photo-s/03/7b/fb/b9/casa-tua.jpg
Cecconi's Miami,Miami,Italiana,Muy alto,€€€€,+1 786-507-7902,"4385 Collins Avenue, Miami Beach, FL 33140",1410 opiniones,"4,0",No disponible,No disponible,miami@cecconisrestaurant.com,https://media-cdn.tripadvisor.com/media/photo-p/16/ab/22/54/cecconi-s-garden.jpg
Chambao Restaurant,Miami,Española,Muy alto,€€€€,+1 305-275-0888,"8800 SW 56th St, Miami, FL 33165-6758",24 opiniones,"3,0",http://www.restaurantechambao.com/,http://www.restaurantechambao.com/Chambao-MenuLunch.pdf,olopez@entreplatosusa.com,https://media-cdn.tripadvisor.com/media/photo-s/11/e1/49/fc/salon-iberico.jpg
Cipriani Downtown Miami,Miami,Italiana,Muy alto,€€€€,+1 786-329-4090,"465 Brickell Ave, Miami, FL 33131-2494",786 opiniones,"4,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/16/f8/d2/f7/photo1jpg.jpg
Fontana At The Biltmore,Miami,Italiana,Muy alto,€€€€,+1 305-913-3189,"1200 Anastasia Ave Biltmore Hotel, Coral Gables, FL 33134",445 opiniones,"4,0",https://www.biltmorehotel.com/dining/,http://biltmorehotel.com/meetings/banquet-menus/,general@biltmorehotel.com,https://media-cdn.tripadvisor.com/media/photo-s/04/ba/17/21/fontana.jpg
Forte Dei Marmi,Miami,Italiana,Muy alto,€€€€,+1 786-276-3095,"150 Ocean Dr, Miami Beach, FL 33139-7213",261 opiniones,"4,0",No disponible,No disponible,reservations@fdmmiami.com,https://media-cdn.tripadvisor.com/media/photo-s/1b/78/29/50/spaghetti-gragnano-fresh.jpg
Gianni's,Miami,Italiana,Muy alto,€€€€,+1 786-485-2200,"1116 Ocean Dr The Villa Casa Casuarina, Miami Beach, FL 33139-4609",998 opiniones,"3,5",http://giannisristorante.com/,http://vmmiamibeach.com/wp-content/uploads/2018/09/menu-the-villa.pdf,info@vmmiamibeach.com,https://media-cdn.tripadvisor.com/media/photo-s/1a/01/ae/99/outdoor-seating.jpg
Got Wine?,Miami,Mediterránea,Muy alto,€€€€,+1 786-303-3769,"131 26th St Miami Beach, Miami Beach, FL 33140-4745",16 opiniones,"5,0",http://www.gotwineclub.com/,No disponible,gotwinemiami@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/25/cf/ff/eb/come-and-try-our-international.jpg
Il Gabbiano,Miami,Italiana,Muy alto,€€€€,+1 305-373-0063,"335 S Biscayne Blvd, Miami, FL 33131-2360",1253 opiniones,"4,0",No disponible,https://www.tripadvisor.es/Restaurant_Review-g34438-d1027192-Reviews-Il_Gabbiano-Miami_Florida.html#,info@ilgabbianomia.com,https://media-cdn.tripadvisor.com/media/photo-s/1a/9d/9c/d4/superb-fruits-for-dessert.jpg
Like Mike Italian Taste,Miami,Italiana,Muy alto,€€€€,+1 305-392-0679,"3433 Main Hwy, Miami, FL 33133-5915",3 opiniones,"3,0",http://www.likemikerestaurant.com/,No disponible,info@likemikerestaurant.com,https://media-cdn.tripadvisor.com/media/photo-s/25/7b/c0/e2/like-mike-italian-taste.jpg
Limoncello,Miami,Italiana,Muy alto,€€€€,+1 305-397-8226,"1334 Washington Ave Casa Boutique Hotel, Miami Beach, FL 33139-4260",257 opiniones,"5,0",http://www.limoncellomiami.com/,https://www.limoncellomiami.com/products/espresso-martini,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/20/9a/11/84/buon-appetito.jpg
LPM Restaurant & Bar,Miami,Francesa,Muy alto,€€€€,+1 305-403-9133,"1300 Brickell Bay Dr, Miami, FL 33131-3380",278 opiniones,"4,0",http://lpmrestaurants.com/miami,https://lpmrestaurants.com/miami/menus/,info@lpmmiami.com,https://media-cdn.tripadvisor.com/media/photo-s/15/f4/53/54/main-dining-room.jpg
Maü Miami,Miami,Mediterránea,Muy alto,€€€€,+1 786-698-8628,"3252 NE 1st Ave Ste 109, Miami, FL 33137-4185",10 opiniones,"3,5",http://maumia.com/,https://maumia.com/the-menu/,contact@maumiami.com,https://media-cdn.tripadvisor.com/media/photo-s/1c/97/f9/67/mau.jpg
MC Kitchen,Miami,Italiana,Muy alto,€€€€,+1 305-456-9948,"4141 NE 2nd Ave, Miami, FL 33137-3527",268 opiniones,"4,0",http://www.mckitchenmiami.com/,http://www.mckitchenmiami.com/menus,info@mckitchenmiami.com,https://media-cdn.tripadvisor.com/media/photo-p/15/c2/b6/af/pasta.jpg
Mia Market,Miami,Italiana,Muy alto,€€€€,+1 305-456-3070,"140 NE 39th St Fl 33137 Suite #241, Miami, FL 33137-3614",1 opinión,"5,0",No disponible,No disponible,info@miamarket.com,https://media-cdn.tripadvisor.com/media/photo-s/27/ab/74/ad/chef-yasu-in-action.jpg
Modern Garden,Miami,Mediterránea,Muy alto,€€€€,+1 305-440-4200,"422 NW North River Dr, Miami, FL 33128-1628",7 opiniones,"3,0",http://www.seaspicemiami.com/,No disponible,reservations@moderngardenmiami.com,https://media-cdn.tripadvisor.com/media/photo-s/07/bc/9a/b0/getlstd-property-photo.jpg
My Way Italian Steakhouse,Miami,Italiana,Muy alto,€€€€,+1 305-952-4957,"16145 Biscayne Blvd, Miami, FL 33160-4337",1 opinión,"5,0",http://mywayitaliansteakhouse.com/,https://www.tripadvisor.es/Restaurant_Review-g34438-d24122084-Reviews-My_Way_Italian_Steakhouse-Miami_Florida.html#,info@mywayitaliansteakhouse.com,https://media-cdn.tripadvisor.com/media/photo-s/24/7b/03/9f/bistecca-alla-fiorentina.jpg
New York Roma Pizza & Pasta To Go,Miami,Italiana,Muy alto,€€€€,+1 305-964-5872,"9050 SW 152 St, Miami, FL 33157-1928",0 opiniones,No disponible,No disponible,No disponible,Tomaseuvind@gmail.com,No disponible
Ocean Bistro,Miami,Italiana,Muy alto,€€€€,+1 305-673-1199,"1320 Ocean Dr, Miami, FL 33139-4210",2 opiniones,"4,5",No disponible,No disponible,oceanbistro1320@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/27/7e/d1/6c/the-best-paella-in-ocean.jpg
Osteria Del Teatro,Miami,Italiana,Muy alto,€€€€,+1 305-538-7850,"1200 Collins Ave inside Marlin Hotel, Miami Beach, FL 33139-4607",1292 opiniones,"4,5",No disponible,https://www.tripadvisor.es/Restaurant_Review-g34439-d465683-Reviews-Osteria_Del_Teatro-Miami_Beach_Florida.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0f/30/56/0a/photo1jpg.jpg
Pascal's on Ponce,Miami,Francesa,Muy alto,€€€€,+1 305-444-2024,"2611 Ponce de Leon Blvd, Coral Gables, FL 33134-6002",159 opiniones,"4,0",http://www.pascalmiami.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/19/2f/cb/a1/photo0jpg.jpg
Pied a Terre,Miami,Francesa,Muy alto,€€€€,+1 305-531-4533,"1701 James Ave Inside The Cadet Hotel, Miami Beach, FL 33139-7508",713 opiniones,"4,5",http://piedaterrerestaurant.com/,https://www.tripadvisor.es/Restaurant_Review-g34439-d2086133-Reviews-Pied_a_Terre-Miami_Beach_Florida.html#,info@piedaterrerestaurant.com,https://media-cdn.tripadvisor.com/media/photo-s/19/3b/a0/a7/entrance.jpg
Prime Italian,Miami,Italiana,Muy alto,€€€€,+1 305-695-8484,"101 Ocean Dr, Miami Beach, FL 33139-7212",822 opiniones,"4,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/1c/48/09/a8/photo0jpg.jpg
Salvatore D.,Miami,Italiana,Muy alto,€€€€,+1 305-274-4044,"8760 SW 72nd St, Miami, FL 33173-3512",91 opiniones,"4,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/55/ca/c9/photo9jpg.jpg
Scarpetta by Scott Conant,Miami,Italiana,Muy alto,€€€€,+1 305-674-4660,"4441 Collins Ave Fontainebleau Miami Beach, Miami Beach, FL 33140-3227",1623 opiniones,"4,5",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0d/dd/ee/ca/scarpetta.jpg
Secreto,Miami,Italiana,Muy alto,€€€€,+1 305-596-4840,"11652 N Kendall Dr, Miami, FL 33176-1005",175 opiniones,"4,5",No disponible,No disponible,info@secretorestaurant.com,https://media-cdn.tripadvisor.com/media/photo-s/19/3d/4c/81/secreto.jpg
Strawberry Moon,Miami,Mediterránea,Muy alto,€€€€,+1 305-506-2112,"601 Washington Ave, Miami Beach, FL 33139-6207",173 opiniones,"5,0",http://strawberrymoonmiami.com/,No disponible,info@strawberrymoonmiami.com,https://media-cdn.tripadvisor.com/media/photo-s/1e/93/15/d6/strawberry-moon.jpg
TUR Kitchen,Miami,Mediterránea,Muy alto,€€€€,+1 786-483-8014,"259 Giralda Ave, Coral Gables, FL 33134-5012",51 opiniones,"4,5",http://www.turkitchen.com/,https://www.tripadvisor.es/Restaurant_Review-g34152-d19923097-Reviews-TUR_Kitchen-Coral_Gables_Florida.html#,info@turkitchen.com,https://media-cdn.tripadvisor.com/media/photo-p/1c/6d/ba/f4/beets-asparagus-with.jpg
Via Emilia Garden,Miami,Italiana,Muy alto,€€€€,+1 786-359-4990,"3500 N Miami Ave, Miami, FL 33127-3112",14 opiniones,"4,0",No disponible,No disponible,info@viaemiliagarden.com,https://media-cdn.tripadvisor.com/media/photo-s/18/57/7d/57/via-emilia-garden-your.jpg
Villa Azur Restaurant & Lounge,Miami,Italiana,Muy alto,€€€€,+1 305-763-8688,"309 23rd St, Miami Beach, FL 33139-1721",655 opiniones,"4,0",No disponible,https://www.tripadvisor.es/Restaurant_Review-g34439-d2659695-Reviews-Villa_Azur_Restaurant_Lounge-Miami_Beach_Florida.html#,infos@villaazurmiami.com,https://media-cdn.tripadvisor.com/media/photo-s/1b/d0/c3/fa/outdoor-patio.jpg
Zucca,Miami,Italiana,Muy alto,€€€€,+1 786-580-3731,"162 Alcazar Ave, Coral Gables, FL 33134-4501",176 opiniones,"4,5",https://www.facebook.com/zuccamiami/,No disponible,info@zuccamiami.com,https://media-cdn.tripadvisor.com/media/photo-s/18/94/a6/f7/20190730-123325-largejpg.jpg
The Gallery Miami,Miami,Europea,Precio no disponible,No disponible,+1 305-783-1634,"1330 18th St, Miami Beach, FL 33139-1404",4 opiniones,"5,0",http://thegallerymiami.com/,No disponible,social@thegallerymiami.com,https://media-cdn.tripadvisor.com/media/photo-p/22/9d/11/fd/the-gallery.jpg
La Gozadera Pizzaria,Miami,Española,Precio no disponible,No disponible,+1 786-360-6527,"7844 Sw 24 St, Miami, FL 33155",1 opinión,"4,0",http://lagozaderarestaurant.com/,http://www.lagozaderarestaurant.com/menu/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/16/f6/54/ea/20190322-202622-largejpg.jpg
L'artisane Creative Bakery,Miami,Francesa,Precio no disponible,No disponible,+1 786-502-8595,"2526 Ponce De Leon Blvd, Miami, FL 33134",0 opiniones,No disponible,http://www.lartisanebakery.com/,No disponible,No disponible,No disponible
El Andaluz Restaurante,Miami,Mediterránea,Precio no disponible,No disponible,+1 305-603-8643,"1001 SW 67th Ave Ste 105, Miami, FL 33144-4708",0 opiniones,No disponible,http://www.elandaluzrestaurante.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/27/3c/e4/06/pimientos-de-piquillo.jpg
Borti,Miami,Mediterránea,Precio no disponible,No disponible,+1 786-546-1872,"8300 NE 2nd Ave, Miami, FL 33138-3821",7 opiniones,"5,0",http://www.bortipasta.com/,http://www.bortipasta.com/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1c/6a/07/41/rigatoni-amatriciana.jpg
S47 Lounge,Miami,Mediterránea,Precio no disponible,No disponible,+1 786-796-5896,"921 Brickell Ave, Miami, FL 33131-3902",1 opinión,"5,0",http://s47lounge.com/,https://www.tripadvisor.es/Restaurant_Review-g34438-d23876336-Reviews-S47_Lounge-Miami_Florida.html#,s47lounge@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/22/69/dc/3b/tantuni-beef-tacos-table.jpg
The Drexel,Miami,Mediterránea,Precio no disponible,No disponible,+1 305-692-0992,"1436 Drexel Ave, Miami Beach, FL 33139-8105",10 opiniones,"3,5",https://www.drexelmiami.com/menus/,https://www.drexelmiami.com/menus/,info@drexelmiami.com,https://media-cdn.tripadvisor.com/media/photo-s/28/01/ce/e0/caption.jpg
9beach Latin Restaurant,Miami,Española,Precio no disponible,No disponible,+1 305-532-5353,"1628 Collins Avenue, Miami Beach, FL 33139",13 opiniones,"4,5",https://southbeach9beach.com/,No disponible,servicedirectory494@gmail.com,https://media-cdn.tripadvisor.com/media/photo-p/1c/a3/9c/6d/photo0jpg.jpg
Cabanas Restaurant,Miami,Española,Precio no disponible,No disponible,+1 305-854-0554,"435 SW 8th St, Miami, FL 33130-2813",5 opiniones,"3,5",http://ordercabanas.com/,https://ordercabanas.com/menu,No disponible,https://media-cdn.tripadvisor.com/media/photo-o/08/7a/6e/32/cabana-2.jpg
Casa L,Miami,Española,Precio no disponible,No disponible,+1 786-523-8120,"751 Washington Ave, Miami Beach, FL 33139-6209",0 opiniones,No disponible,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/26/a1/25/85/casa-latina-latin-restaurant.jpg
Coffeezone,Miami,Española,Precio no disponible,No disponible,+1 305-374-3790,"1101 Brickell Ave, Miami, FL 33131-3105",3 opiniones,"4,5",http://www.ecoffeezone.com/,http://www.ecoffeezone.com/menu/,No disponible,https://media-cdn.tripadvisor.com/media/photo-o/04/63/c0/7e/the-tipical-food-argentine.jpg
Los Verdes,Miami,Española,Precio no disponible,No disponible,+1 305-480-6775,"2426 SW 137th Ave, Miami, FL 33175-6311",10 opiniones,"4,0",https://www.facebook.com/LosVerdesCoralway,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/1b/2a/a9/f0/photo0jpg.jpg
Masayita Fritanga,Miami,Española,Precio no disponible,No disponible,+1 305-485-3106,"10930 W Flagler St, Miami, FL 33174-1281",0 opiniones,No disponible,http://fritangamasayita.com/,No disponible,fritangamasayita@gmail.com,No disponible
Nativo Kitchen + Bar,Miami,Española,Precio no disponible,No disponible,+1 305-503-6529,"1395 Brickell Avenue, 25th Floor Hotel AKA Brickell, Miami, FL 33131-3353",12 opiniones,"4,0",http://nativokitchenandbar.com/,https://nativokitchenandbar.com/menu/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1b/09/14/92/nativo-kitchen-bar.jpg
Negroni Cafe Bistro,Miami,Española,Precio no disponible,No disponible,No disponible,"900 Buena Vista Blvd, Miami, FL 33127",2 opiniones,"5,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1c/0f/ea/03/pictures-are-mine-food.jpg
Re:fresh,Miami,Española,Precio no disponible,No disponible,+1 305-690-1390,"Dolphin Mall, Miami, FL",0 opiniones,No disponible,No disponible,No disponible,No disponible,No disponible
Rinconcito Super Latino,Miami,Española,Precio no disponible,No disponible,+1 305-232-6691,"11356 Quail Roost Dr, Miami, FL 33157-6567",7 opiniones,"4,5",https://rinconcitosuperlatino.business.site/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/07/9c/65/9c/sopa-de-pescado-3-dolares.jpg
The Spotted Gallo,Miami,Española,Precio no disponible,No disponible,+1 305-364-5032,"8758 W Flagler St, Miami, FL 33174-2404",4 opiniones,"4,5",http://www.thespottedgallo.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1e/90/7b/04/caption.jpg
Amal,Miami,Mediterránea,Precio no disponible,No disponible,+1 786-369-0846,"3480 Main Hwy Coconut Grove, Miami, FL 33133-5935",11 opiniones,"3,5",http://www.amalmiami.com/,No disponible,info@amal-miami.com,https://media-cdn.tripadvisor.com/media/photo-s/25/d0/2e/a7/hummus-fresh-made-and.jpg
Lira Beirut Eatery,Miami,Mediterránea,Precio no disponible,No disponible,+1 786-638-4042,"2000 Nw 2nd Ave, Miami, FL 33127",1 opinión,"5,0",https://liramiami.com/,No disponible,info@liramiami.com,https://media-cdn.tripadvisor.com/media/photo-s/28/13/36/e5/lira-beirut-eatery.jpg
Sh'hiwa Express,Miami,Mediterránea,Precio no disponible,No disponible,+1 786-435-7673,"100 S Miami Ave, Miami, FL 33130-1627",0 opiniones,No disponible,No disponible,No disponible,shhiwaexpress@gmail.com,No disponible
Issabella's,Miami,Española,Precio no disponible,No disponible,+1 305-397-8040,"1022 Lincoln Road, Miami Beach, FL 33139",1 opinión,"4,0",https://www.issabellas.com/,No disponible,servicedirectory494@gmail.com,No disponible
Tapas Gables,Miami,Española,Precio no disponible,No disponible,+1 305-381-0636,"276 Alhambra Cir Coral Gables, Miami, FL 33134-5127",1 opinión,"3,0",http://www.lastapasgables.com/,No disponible,manager@lastapasgables.com,https://media-cdn.tripadvisor.com/media/photo-s/21/a7/17/6f/very-cute-spanish-restaurant.jpg
Tropezón Miami,Miami,Española,Precio no disponible,No disponible,+1 305-763-8523,"512 Espanola Way, Miami Beach, FL 33139-4009",16 opiniones,"4,0",http://www.wearealllost.com/,https://www.tropezonmiami.com/menu,tropezon@wearealllost.com,https://media-cdn.tripadvisor.com/media/photo-s/21/c9/0f/8d/front-shot-of-our-indoor.jpg
Al Forno Neapolitan Wood Fired Pizza,Miami,Italiana,Precio no disponible,No disponible,+1 305-456-3699,"10624 SW 24 Street, Miami, FL 33165-7917",3 opiniones,"5,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1b/47/6d/fc/photo3jpg.jpg
Alidoro,Miami,Italiana,Precio no disponible,No disponible,+1 786-363-9090,"2335 N Miami Ave, Miami, FL 33127-4431",1 opinión,"5,0",No disponible,No disponible,miami@alidoronyc.com,https://media-cdn.tripadvisor.com/media/photo-s/21/eb/d3/7d/caption.jpg
All Star Pizza,Miami,Italiana,Precio no disponible,No disponible,+1 305-385-1400,"11280 SW 137th Ave, Miami, FL 33186-4203",6 opiniones,"4,0",No disponible,No disponible,No disponible,No disponible
Artesanos,Miami,Italiana,Precio no disponible,No disponible,+1 305-261-6155,"8565 SW 24th St #101, Miami, FL 33155",1 opinión,"5,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1a/aa/8d/c6/artesanos.jpg
Barcelona Wine Bar,Miami,Española,Precio no disponible,No disponible,+1 305-824-2999,"310 NW 25th St, Miami, FL 33127-4332",0 opiniones,No disponible,No disponible,No disponible,No disponible,No disponible
Bellillo - Pizzeria Napoletana,Miami,Italiana,Precio no disponible,No disponible,+1 786-206-3646,"881 S Miami Ave, Miami, FL 33130",0 opiniones,No disponible,No disponible,No disponible,contact@bellillo.com,No disponible
Bottled Blonde Pizzeria - Miami,Miami,Italiana,Precio no disponible,No disponible,+1 786-673-6926,"2838 NW 2nd Ave Bldg 2, Miami, FL 33127-3961",0 opiniones,No disponible,No disponible,No disponible,No disponible,No disponible
Brasserie Laurel,Miami,Francesa,Precio no disponible,No disponible,+1 305-330-9048,"698 NE 1st Ave Suite G-170, Miami, FL 33132-1805",2 opiniones,"5,0",No disponible,No disponible,info@brasserielaurel.com,https://media-cdn.tripadvisor.com/media/photo-p/26/cf/85/2a/a-french-brasserie-inspired.jpg
Brickell City Pizza,Miami,Italiana,Precio no disponible,No disponible,+1 786-787-8422,"500 Brickell Ave Fl 33131, Miami, FL 33131-2576",4 opiniones,"4,0",No disponible,No disponible,info@brickellcitypizza.com,https://media-cdn.tripadvisor.com/media/photo-s/22/57/b6/13/pizza-wings-salads-garlic.jpg
Cafe Med By Napule É,Miami,Italiana,Precio no disponible,No disponible,+1 305-992-0885,"607 Lincoln Rd, Miami, FL 33139-2915",18 opiniones,"4,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/26/8e/8f/3c/cafe-med-by-napule-e.jpg
Caribbean Kebap,Miami,Mediterránea,Precio no disponible,No disponible,No disponible,"751 Washington Ave, Miami Beach, FL 33139-6209",7 opiniones,"3,5",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1c/7b/66/d6/caribbean-kebap.jpg
Chez Le Bebe,Miami,Francesa,Precio no disponible,No disponible,+1 305-751-7639,"114 NE 54th St, Miami, FL 33137-2416",6 opiniones,"3,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1a/ea/cd/fe/20200216-183756-largejpg.jpg
Chez Rosie,Miami,Francesa,Precio no disponible,No disponible,+1 305-609-1362,"5961 NW 2nd Ave, Miami, FL 33127-1209",0 opiniones,No disponible,No disponible,No disponible,No disponible,No disponible
Cono Pizza,Miami,Italiana,Precio no disponible,No disponible,+1 305-639-8492,"1200 SW 67th Ave, Miami, FL 33144-5533",2 opiniones,"4,5",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/17/a6/6f/50/photo5jpg.jpg
CrepeMaker Sunset Place Mall,Miami,Francesa,Precio no disponible,No disponible,+1 305-663-1111,"5701 Sunset Dr, Miami, FL 33143-5348",2 opiniones,"5,0",No disponible,No disponible,store109@crepemaker.com,https://media-cdn.tripadvisor.com/media/photo-s/04/44/a0/17/getlstd-property-photo.jpg
Crusoe,Miami,Española,Precio no disponible,No disponible,+1 786-784-6542,"165 NW 23rd St, Miami, FL 33127-4409",14 opiniones,"4,5",http://crusoewynwood.com/,No disponible,info@crusoewynwood.com,https://media-cdn.tripadvisor.com/media/photo-s/24/45/c5/56/very-good-place-to-come.jpg
Cubata Tapas Y Vinos,Miami,Española,Precio no disponible,No disponible,No disponible,"1605 SW 8 St, Miami, FL 33135-5243",4 opiniones,"5,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/26/ca/96/aa/perfect-food-and-happy.jpg
D' Paella Gourmet,Miami,Española,Precio no disponible,No disponible,+1 305-763-3916,"6752 SW 39th Ter, Miami, FL 33155-3702",0 opiniones,No disponible,http://dpaellagourmet.com/,http://dpaellagourmet.com/catering-menu/,dpaellagourmet@gmail.com,No disponible
DC PIE co.,Miami,Italiana,Precio no disponible,No disponible,+1 786-453-6888,"1010 Brickell Ave, Miami, FL 33131-3757",26 opiniones,"4,5",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-w/1a/d6/4d/84/photo0jpg.jpg
Descorche Restaurant And Wine Bar,Miami,Española,Precio no disponible,No disponible,No disponible,"1673 SW 27th Ave, Miami, FL 33145-2046",1 opinión,"4,0",http://descorchemiami.com/,No disponible,No disponible,No disponible
DiLido Beach Club,Miami,Francesa,Precio no disponible,No disponible,+1 786-276-4000,"1 Lincoln Road The Ritz-carlton, South Beach, Miami Beach, FL 33139",5 opiniones,"5,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1d/f9/4f/4e/dilido-beach-club-outdoor.jpg
Dragun Gelato,Miami,Italiana,Precio no disponible,No disponible,+1 305-209-2749,"2613 N Miami Ave, Miami, FL 33127-4437",4 opiniones,"5,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/23/5b/c0/33/dragun-gelato.jpg
El Bambino Ristorante,Miami,Italiana,Precio no disponible,No disponible,+1 305-264-9260,"7921 Bird Rd, Miami, FL 33155-6747",6 opiniones,"4,0",No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1b/68/dc/85/el-bambino-ristorante.jpg
Foirette,Miami,Francesa,Precio no disponible,No disponible,No disponible,"140 NE 39th St Ste 241, Miami, FL 33137-3614",1 opinión,"5,0",No disponible,No disponible,No disponible,No disponible
