,Restaurante,Ciudad,Categoría,Precio_Conver,Precio,Teléfono,Dirección,Reseñas,Valoración,Web,Menú,Email,Imagen,latitude,longitude
79,Pizza Hut - Sunset Blvd.,Los Angeles,Europeo,Económico,$,+1 213-467-4466,"6660 W Sunset Blvd, Los Angeles, CA 90028-7178",9 reviews,3.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/13/ff/0a/67/3-cheese-stuffed-crust.jpg,34.0976717,-118.3360117
80,Pizza World,Los Angeles,Europeo,Económico,$,+1 323-653-2896,"365 S Fairfax Ave, Los Angeles, CA 90036-3124",13 reviews,3.0,https://www.kosherpizzaworld.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d477345-Reviews-Pizza_World-Los_Angeles_California.html#,pizzaworldla@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/06/cd/43/7e/pizza-world.jpg,34.0705961,-118.3614232
81,Presto Pasta Granda Hills,Los Angeles,Europeo,Económico,$,+1 818-360-7737,"17923 Chatsworth St, Los Angeles, CA 91344-5606",14 reviews,3.0,http://prestopasta.com/,https://prestopasta.com/menu/,granadahills@prestopasta.com,https://media-cdn.tripadvisor.com/media/photo-s/03/ba/12/1b/presto-pasta-granda-hills.jpg,34.264995763484805,-118.52386127910233
82,Quickies Pizza & Subs,Los Angeles,Europeo,Económico,$,+1 818-760-6699,"4362 Laurel Canyon Blvd, Los Angeles, CA 91604-1709",1 review,3.0,No disponible,No disponible,No disponible,No disponible,34.14966636734694,-118.39636716326531
83,Raffallo's Pizza,Los Angeles,Europeo,Económico,$,+1 323-851-4022,"1657 N La Brea Ave, Los Angeles, CA 90028-6901",50 reviews,3.0,http://pizzaraffallos.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d2367248-Reviews-Raffallo_s_Pizza-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0b/d9/25/20/bellissimo-mezzogiorno.jpg,34.101396,-118.3455397
84,Rice,Los Angeles,Europeo,Económico,$,No disponible,"7922 W 3rd St, Los Angeles, CA 90048-4305",0 reviews,3.0,http://www.riceteriabyrice.com/,No disponible,la@riceteriabyrice.com,No disponible,34.0715154849296,-118.36201693579214
85,Robek's Juice,Los Angeles,Europeo,Económico,$,+1 818-998-5842,"20509 Devonshire St, Los Angeles, CA 91311-3208",0 reviews,3.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/25/a7/d0/a9/only-at-robeks-chatsworth.jpg,34.25733183673469,-118.58007810204082
86,Rocco's Pizza,Los Angeles,Europeo,Económico,$,+1 323-655-0058,"6335 Wilshire Blvd, Los Angeles, CA 90048-5001",62 reviews,3.0,http://roccospizza.la/,https://www.tripadvisor.com/Restaurant_Review-g32655-d447879-Reviews-Rocco_s_Pizza-Los_Angeles_California.html#,contact@roccospizza.la,https://media-cdn.tripadvisor.com/media/photo-s/08/d1/4d/98/rocco-s-pizza.jpg,34.063621,-118.36643600000001
87,Roxbury Cafe,Los Angeles,Europeo,Económico,$,+1 310-271-0027,"459 N Roxbury Dr, Beverly Hills, CA 90210-5001",20 reviews,3.0,http://www.roxburycafe.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/14/47/da/9d/rustic-mexican-chopped.jpg,34.0680931,-118.407235
88,Shakey's Pizza Parlor,Los Angeles,Europeo,Económico,$,+1 323-463-1104,"7001 Santa Monica Blvd, Los Angeles, CA 90038",18 reviews,3.0,https://www.shakeys.com/locations/los-angeles/hollywood-restaurant/,https://www.shakeys.com/menu/pizza/,contactus@shakeys.com,https://media-cdn.tripadvisor.com/media/photo-s/18/35/be/e8/photo1jpg.jpg,34.090785,-118.341753
89,Shish Mediterranean,Los Angeles,Europeo,Económico,$,+1 818-762-1663,"11052 Ventura Blvd, Los Angeles, CA 91604-3546",11 reviews,3.0,No disponible,No disponible,info@shishmediterranean.com,https://media-cdn.tripadvisor.com/media/photo-s/06/ed/ae/37/shish-mediterranean.jpg,34.14087622222222,-118.3715832962963
90,Sidewalk Grill,Los Angeles,Europeo,Económico,$,+1 323-669-3354,"1727 N Vermont Ave, Los Angeles, CA 90027-4343",38 reviews,3.0,http://thesidewalkgrill.com/,http://thesidewalkgrill.com/menu.html,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/13/95/9b/27/photo1jpg.jpg,34.1026007,-118.2920843
91,Soom Soom Fresh Mediterranean,Los Angeles,Europeo,Económico,$,+1 424-666-3777,"9533 Santa Monica Blvd, Beverly Hills, CA 90210-4503",9 reviews,3.0,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32070-d12981855-Reviews-Soom_Soom_Fresh_Mediterranean-Beverly_Hills_California.html#,info@soomsoomfresh.com,https://media-cdn.tripadvisor.com/media/photo-p/13/d9/52/65/photo0jpg.jpg,34.070424120673316,-118.40476807553173
92,Sorrento Italian Market,Los Angeles,Europeo,Económico,$,+1 310-391-7654,"5518 Sepulveda Blvd, Culver City, CA 90230-5514",25 reviews,3.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0e/f5/b3/8a/photo1jpg.jpg,33.99320410204081,-118.39518708163266
93,SpitzTruck LA,Los Angeles,Europeo,Económico,$,+1 706-246-9546,"2060 N Vermont Ave, Los Angeles, CA 90027-1919",0 reviews,3.0,No disponible,No disponible,talk2us@eatatspitz.com,No disponible,34.1097092,-118.29135709054987
94,Ta-eem Grill,Los Angeles,Europeo,Económico,$,No disponible,"7422 Melrose Ave, Los Angeles, CA 90046-7515",67 reviews,3.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1a/95/58/97/img-20200112-wa0079-largejpg.jpg,34.0834763,-118.351824
95,Tel Aviv Glatt Kosher Grill,Los Angeles,Francés,Económico,$,+1 818-774-9400,"6846 Reseda Blvd Inside Kosher Bazaar Grocery Market, Los Angeles, CA 91356",22 reviews,3.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0a/65/11/e9/photo0jpg.jpg,None,None
96,The Dolly Llama,Los Angeles,Francés,Económico,$,+1 818-809-2500,"14545 Ventura Blvd, Sherman Oaks, Los Angeles, CA 91403-3772",0 reviews,3.5,No disponible,No disponible,thedollyllamala@gmail.com,https://media-cdn.tripadvisor.com/media/photo-w/1c/eb/a2/9f/og-waffles.jpg,34.15140085,-118.45030369214666
97,The Good Pizza,Los Angeles,Francés,Económico,$,+1 310-215-1883,"7929 Emerson Ave, Los Angeles, CA 90045-1120",6 reviews,3.5,http://www.thegoodpizza.com/,https://thegoodpizza.com/menu-marina-del-rey/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/18/f9/8e/39/photo0jpg.jpg,33.9689076,-118.4063152
98,The Gourmet Pizzeria,Los Angeles,Francés,Económico,$,+1 213-627-2899,"404 S Figueroa St Ste 419, Los Angeles, CA 90071-1710",12 reviews,3.5,https://www.facebook.com/pages/A1-Live-Scan-Notary-Service/146164096233318?rf=209848252558114,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/18/4e/4b/1b/photo6jpg.jpg,None,None
99,The PieSpace,Los Angeles,Francés,Económico,$,+1 323-851-6161,"3252 Cahuenga Blvd, Los Angeles, CA 90068",21 reviews,3.5,http://161pizza.com/,No disponible,161streetpizzala@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/16/e6/4b/ec/this-place-is-pretty.jpg,None,None
100,The Pizza Press,Los Angeles,Francés,Económico,$,+1 323-498-5287,"7100 Santa Monica Blvd Suite 151, West Hollywood, CA 90046-5896",6 reviews,3.5,http://www.thepizzapress.com/location/west-hollywood-ca/,https://www.thepizzapress.com/signature-menu/,info@thepizzapress.com,https://media-cdn.tripadvisor.com/media/photo-s/10/95/3f/dd/interior-opposite-send.jpg,None,None
101,The Pizza Press,Los Angeles,Francés,Económico,$,+1 818-308-6353,"5077 Lankershim Blvd # A North Hollywood, Los Angeles, CA 91601-4226",8 reviews,3.5,http://www.thepizzapress.com/location/north-hollywood-ca/,https://www.thepizzapress.com/signature-menu/,info@thepizzapress.com,https://media-cdn.tripadvisor.com/media/photo-s/0d/e2/1e/b2/publish-your-own-pizza.jpg,34.16257328125,-118.37333699999999
102,The Thyme Pizzeria,Los Angeles,Francés,Económico,$,+1 818-914-4395,"20453 Sherman Way, Los Angeles, CA 91306-3109",2 reviews,3.5,No disponible,No disponible,contact@thethymepizzeria.com,https://media-cdn.tripadvisor.com/media/photo-s/0f/9e/f7/ac/mexican-pizza.jpg,34.200856459183676,-118.57871097959183
103,Tomato Pie PIzza Joint,Los Angeles,Francés,Económico,$,No disponible,"2457 Hyperion Ave, Los Angeles, CA 90027-4755",21 reviews,3.5,http://tomatopiepizzajoint.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/13/f7/21/e5/photo0jpg.jpg,34.1039707,-118.2737176
104,Tonino's Pizza Place,Los Angeles,Francés,Económico,$,+1 818-591-0600,"23351 Mulholland Dr, Los Angeles, CA 91364-2734",8 reviews,3.5,http://www.toninosplacepizzeria.com/,https://www.toninosplacepizzeria.com/menu/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/16/e1/06/c9/photo0jpg.jpg,34.15716533333333,-118.63493833333334
105,Trader Joe's,Los Angeles,Francés,Económico,$,+1 323-665-6774,"2738 Hyperion Ave, Los Angeles, CA 90027-3002",70 reviews,3.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0f/14/59/6b/caption.jpg,34.107703900000004,-118.27164630686305
106,U PiCK Cafe,Los Angeles,Francés,Económico,$,+1 626-808-9802,"720 N Lake Ave Ste 9, Pasadena, CA 91104-5803",18 reviews,3.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/13/7f/90/07/photo1jpg.jpg,None,None
107,Uncle Ernie's Pizza,Los Angeles,Francés,Económico,$,+1 818-709-3663,"9841 Topanga Canyon Blvd, Los Angeles, CA",16 reviews,3.5,http://hstrial-uncleerniespizza.homestead.com/,http://hstrial-uncleerniespizza.homestead.com/menu.html,No disponible,No disponible,34.249422800000005,-118.60632917500001
108,Vienna Cafe,Los Angeles,Francés,Económico,$,+1 323-651-3822,"7356 Melrose Ave, Los Angeles, CA 90046-7527",13 reviews,3.5,http://salslosangeles.com/,No disponible,salscomedyhole@gmail.com,https://media-cdn.tripadvisor.com/media/photo-o/03/c3/ce/0a/vienna-cafe.jpg,34.08348175,-118.350095625
109,Village Pizzeria,Los Angeles,Francés,Económico,$,+1 323-465-5566,"131 N Larchmont Blvd, Los Angeles, CA 90004-3704",55 reviews,3.5,http://www.villagepizzeria.net/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0d/83/4d/06/village-pizzeria.jpg,34.07651814070351,-118.32373875376885
110,West Hills Pizza Company,Los Angeles,Francés,Económico,$,+1 818-347-4992,"7543 Fallbrook Ave, Los Angeles, CA 91307-1504",13 reviews,3.5,http://westhillspizza.com/,https://westhillspizza.com/menu-list/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/14/4d/5a/6b/img-20180824-202418-largejpg.jpg,34.207103373963925,-118.62351865709317
111,Yalla Mediterranean,Los Angeles,Francés,Económico,$,+1 818-565-0426,"1781 N Victory Pl Burbank Empire Center, Burbank, CA 91502",11 reviews,3.5,No disponible,No disponible,marketing@mcocllc.com,https://media-cdn.tripadvisor.com/media/photo-s/0e/91/02/e6/photo-2.jpg,None,None
112,'Lette Macarons,Los Angeles,Francés,Económico,$$ - $$$,+1 310-275-0023,"9466 Charleville Blvd, Beverly Hills, CA 90212-2703",10 reviews,3.5,No disponible,No disponible,info@lettemacarons.com,https://media-cdn.tripadvisor.com/media/photo-s/08/1f/c1/1e/paulette-macarons.jpg,34.06489451589614,-118.39935860474937
113,1 Kitchen West Hollywood,Los Angeles,Francés,Económico,$$ - $$$,+1 424-281-1880,"8490 W Sunset Blvd, West Hollywood, CA 90069-1912",5 reviews,3.5,No disponible,No disponible,info@1kitchenwesthollywood.com,https://media-cdn.tripadvisor.com/media/photo-s/1a/dd/95/09/1-kitchen-by-chris-crary.jpg,34.0941186,-118.37562640735598
114,208 Rodeo Restaurant,Los Angeles,Francés,Económico,$$ - $$$,+1 310-275-2428,"208 N Rodeo Dr On the corner of Wilshire & Rodeo Drive, Beverly Hills, CA 90210-5104",660 reviews,3.5,http://www.208rodeo.com/,https://208rodeo.com/menus/dinner/,info@208Rodeo.com,https://media-cdn.tripadvisor.com/media/photo-s/0e/4e/6d/67/208-rodeo-outdoor-terrace.jpg,None,None
115,A Food Affair,Los Angeles,Francés,Económico,$$ - $$$,+1 310-557-9795,"1515 S Robertson Blvd, Los Angeles, CA 90035-4231",55 reviews,3.5,http://afoodaffair.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/17/32/94/b7/canard.jpg,34.05180592307692,-118.38424061538461
116,A.O.C.,Los Angeles,Francés,Económico,$$ - $$$,+1 310-859-9859,"8700 W 3rd St, Los Angeles, CA 90048-3804",452 reviews,3.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d350445-Reviews-A_O_C-Los_Angeles_California.html#,admin@aocwinebar.com,https://media-cdn.tripadvisor.com/media/photo-s/02/66/b0/a3/a-o-c.jpg,34.0734622,-118.3818603
117,Adagio Ristorante,Los Angeles,Francés,Económico,$$ - $$$,+1 818-225-0533,"22841 Ventura Blvd, Los Angeles, CA 91364-1202",32 reviews,3.5,https://www.facebook.com/pages/Adagio-Ristorante/109408215764373,https://www.tripadvisor.com/Restaurant_Review-g32655-d816470-Reviews-Adagio_Ristorante-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/07/10/91/4f/adagio-ristorante.jpg,34.16570745283018,-118.62461403773585
118,Al Italiano,Los Angeles,Francés,Económico,$$ - $$$,+1 818-716-7894,"23701 Roscoe Blvd, Los Angeles, CA 91304-3041",6 reviews,3.5,http://www.alitaliano.com/,http://www.alitaliano.com/menu.html,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/3a/0c/05/lamb-chops.jpg,34.21954655,-118.64434474834746
119,Alejos Presto Trattoria Italian Restaurant,Los Angeles,Francés,Económico,$$ - $$$,+1 310-670-6677,"8343 Lincoln Blvd, Los Angeles, CA 90045-2413",112 reviews,3.5,http://www.alejosrestaurant.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d368444-Reviews-Alejos_Presto_Trattoria_Italian_Restaurant-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/19/c5/37/90/photo1jpg.jpg,33.96227983529401,-118.42115085515653
120,Aliki's Greek Taverna,Los Angeles,Francés,Económico,$$ - $$$,+1 310-645-9555,"5862 Arbor Vitae St, Los Angeles, CA 90045-4731",441 reviews,3.5,No disponible,No disponible,ptheodoropoulos@live.com,https://media-cdn.tripadvisor.com/media/photo-s/0a/fc/23/ab/photo1jpg.jpg,33.952555,-118.38478164401366
121,All'Acqua Restaurant,Los Angeles,Francés,Económico,$$ - $$$,+1 323-663-3280,"3280 Glendale Blvd, Los Angeles, CA 90039-1824",41 reviews,3.5,No disponible,No disponible,info@allacquarestaurant.com,https://media-cdn.tripadvisor.com/media/photo-s/08/5b/a7/6c/all-acqua-restaurant.jpg,34.118611,-118.2598615
122,Alma at The Standard,Los Angeles,Francés,Económico,$$ - $$$,+1 323-822-3131,"8300 W Sunset Blvd, West Hollywood, CA 90069-1516",6 reviews,3.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0d/12/2e/33/cocktails.jpg,34.09590295,-118.37099535117187
123,Almaza Fine Mediterranean Cuisine,Los Angeles,Francés,Económico,$$ - $$$,+1 310-280-9006,"8905 Venice Blvd, Los Angeles, CA 90034-3335",20 reviews,3.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d1972309-Reviews-Almaza_Fine_Mediterranean_Cuisine-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0c/ff/15/8f/20160916-150820-largejpg.jpg,34.029419714285716,-118.38862985714286
124,Amandine Patisserie Cafe Koreatown,Los Angeles,Francés,Económico,$$ - $$$,+1 213-568-3235,"3121 W Olympic Blvd Ste 102, Los Angeles, CA 90006-2413",8 reviews,3.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/52/a4/c2/amandine-patisserie-cafe.jpg,None,None
125,Amante Restaurant,Los Angeles,Francés,Económico,$$ - $$$,+1 213-488-4999,"123 E 9th St, Los Angeles, CA 90015-1701",12 reviews,3.5,http://www.amantela.com/,No disponible,office@amantela.com,https://media-cdn.tripadvisor.com/media/photo-s/0d/47/95/f0/amante-special-pizza.jpg,33.77784,-118.19149240816327
126,Amarone Kitchen & Wine,Los Angeles,Francés,Económico,$$ - $$$,+1 310-652-2233,"8868 W Sunset Blvd, West Hollywood, CA 90069-2108",144 reviews,3.5,No disponible,No disponible,Sandro@AmaroneLA.com,https://media-cdn.tripadvisor.com/media/photo-s/02/e8/ca/da/amarone-kitchen-wine.jpg,34.090461,-118.3851494
127,Ameci Pizza & Pasta,Los Angeles,Francés,Económico,$$ - $$$,+1 818-346-1500,"4861 Topanga Canyon Blvd, Los Angeles, CA 91364-4228",3 reviews,3.5,http://www.amecipizzaandpasta.com/,http://www.amecipizzaandpasta.com/menu/appetizers/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/08/e7/30/c9/ameci-pizza-pasta.jpg,34.15622885,-118.60590909999999
128,Ameci Pizza Kitchen - Burbank,Los Angeles,Francés,Económico,$$ - $$$,+1 818-846-5200,"240 N Glenoaks Blvd, Burbank, CA 91502-1205",1 review,3.5,https://www.amecipk.com/,https://order.online/business/ameci-pizza-kitchen-3968,No disponible,https://media-cdn.tripadvisor.com/media/photo-w/1c/3a/51/09/deluxe.jpg,34.2049665,-118.3378016
129,Ancora Cucina Italiano,Los Angeles,Francés,Económico,$$ - $$$,+1 818-881-8411,"19647 Ventura Blvd, Los Angeles, CA 91356-2918",34 reviews,3.5,http://www.ancoracucinaItaliano.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0d/56/00/98/photo0jpg.jpg,34.172776081632655,-118.56105655102041
130,Andiamo,Los Angeles,Francés,Económico,$$ - $$$,+1 310-410-4000,"5711 W Century Blvd, Los Angeles, CA 90045-5672",80 reviews,3.5,http://www3.hilton.com/en/hotels/california/hilton-los-angeles-airport-LAXAHHH/dining/index.html,http://www3.hilton.com/resources/media/hi/LAXAHHH/en_US/pdf/en_LAXAHHH_Andiamo_Menu_Jan2019.pdf,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/14/d6/2d/dc/steak.jpg,33.9458715,-118.3820986
131,Angelini Alimentari,Los Angeles,Francés,Económico,$$ - $$$,+1 323-297-0070,"7317 Beverly Blvd, Los Angeles, CA 90036-2534",10 reviews,3.5,https://www.facebook.com/angelinialimentari/,No disponible,info@angelinialimentari.com,https://media-cdn.tripadvisor.com/media/photo-s/1d/c0/0e/ac/caption.jpg,34.07623233333334,-118.34907466666667
132,Angelino Trattoria & Pizzeria,Los Angeles,Francés,Económico,$$ - $$$,+1 818-769-5241,"4386 Lankershim Blvd Toluca Lake, Los Angeles, CA 91602-2744",26 reviews,3.5,No disponible,No disponible,angelo@angelinopizzeria.com,https://media-cdn.tripadvisor.com/media/photo-s/19/41/42/16/angelino-trattoria-pizzeria.jpg,34.1487853,-118.3649089
133,Angelo's Italian Restaurant & Pizzeria,Los Angeles,Francés,Económico,$$ - $$$,+1 626-282-0153,"1540 W Valley Blvd, Alhambra, CA 91803-2322",17 reviews,3.5,https://angelosrestaurantalhambra.com/,No disponible,zackfrluckaj@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/19/42/96/31/photo1jpg.jpg,34.077533714285714,-118.13950342857143
134,Antonio's Pizzeria & Italian Restaurant,Los Angeles,Francés,Económico,$$ - $$$,+1 818-788-1103,"13619 Ventura Blvd Sherman Oaks, Los Angeles, CA 91423-3701",52 reviews,3.5,http://antoniospizzeriala.com/,https://antoniospizzeria.clorder.com/ordermenu.aspx,alex@antoniospizzeria57.com,https://media-cdn.tripadvisor.com/media/photo-s/10/cc/20/9b/our-signature-pasta-rossa.jpg,34.1492629,-118.4386981
135,Anwar's Kitchen,Los Angeles,Francés,Económico,$$ - $$$,+1 213-265-7982,"217 E 8th St, Los Angeles, CA 90014-2110",1 review,3.5,http://www.anwarskitchen.com/,No disponible,info@anwarskitchen.com,https://media-cdn.tripadvisor.com/media/photo-s/1d/0a/bb/70/shawarma-tacos-beef-shawarma.jpg,34.041647749999996,-118.25157127594832
136,AR Cucina,Los Angeles,Francés,Económico,$$ - $$$,+1 310-558-8800,"9531 Culver Blvd, Culver City, CA 90232-2618",23 reviews,3.5,http://www.arcucina.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/59/ff/06/ar-cucina.jpg,34.02314836734694,-118.39480829591837
137,Aroma,Los Angeles,Francés,Económico,$$ - $$$,+1 323-644-2833,"2903 W Sunset Blvd, Los Angeles, CA 90026-2127",26 reviews,3.5,http://aromainsilverlake.com/,No disponible,No disponible,No disponible,34.0981456,-118.2950534
