Restaurante,Ciudad,Categoría,Precio_Conver,Precio,Teléfono,Dirección,Reseñas,Valoración,Web,Menú,Email,Imagen
Robek's Juice,Los Angeles,Francés,Económico,$,+1 818-998-5842,"20509 Devonshire St, Los Angeles, CA 91311-3208",0 reviews,No disponible,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/25/a7/d0/a9/only-at-robeks-chatsworth.jpg
Rocco's Pizza,Los Angeles,Italiano,Económico,$,+1 323-655-0058,"6335 Wilshire Blvd, Los Angeles, CA 90048-5001",62 reviews,4.5,http://roccospizza.la/,https://www.tripadvisor.com/Restaurant_Review-g32655-d447879-Reviews-Rocco_s_Pizza-Los_Angeles_California.html#,contact@roccospizza.la,https://media-cdn.tripadvisor.com/media/photo-s/08/d1/4d/98/rocco-s-pizza.jpg
Roxbury Cafe,Los Angeles,Italiano,Económico,$,+1 310-271-0027,"459 N Roxbury Dr, Beverly Hills, CA 90210-5001",20 reviews,4.5,http://www.roxburycafe.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/14/47/da/9d/rustic-mexican-chopped.jpg
Shakey's Pizza Parlor,Los Angeles,Italiano,Económico,$,+1 323-463-1104,"7001 Santa Monica Blvd, Los Angeles, CA 90038",18 reviews,4.5,https://www.shakeys.com/locations/los-angeles/hollywood-restaurant/,https://www.shakeys.com/menu/pizza/,contactus@shakeys.com,https://media-cdn.tripadvisor.com/media/photo-s/18/35/be/e8/photo1jpg.jpg
Shish Mediterranean,Los Angeles,Mediterráneo,Económico,$,+1 818-762-1663,"11052 Ventura Blvd, Los Angeles, CA 91604-3546",11 reviews,4.5,No disponible,No disponible,info@shishmediterranean.com,https://media-cdn.tripadvisor.com/media/photo-s/06/ed/ae/37/shish-mediterranean.jpg
Sidewalk Grill,Los Angeles,Mediterráneo,Económico,$,+1 323-669-3354,"1727 N Vermont Ave, Los Angeles, CA 90027-4343",38 reviews,4.5,http://thesidewalkgrill.com/,http://thesidewalkgrill.com/menu.html,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/13/95/9b/27/photo1jpg.jpg
Soom Soom Fresh Mediterranean,Los Angeles,Mediterráneo,Económico,$,+1 424-666-3777,"9533 Santa Monica Blvd, Beverly Hills, CA 90210-4503",9 reviews,4.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32070-d12981855-Reviews-Soom_Soom_Fresh_Mediterranean-Beverly_Hills_California.html#,info@soomsoomfresh.com,https://media-cdn.tripadvisor.com/media/photo-p/13/d9/52/65/photo0jpg.jpg
Sorrento Italian Market,Los Angeles,Mercado de alimentos especializado,Económico,$,+1 310-391-7654,"5518 Sepulveda Blvd, Culver City, CA 90230-5514",25 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0e/f5/b3/8a/photo1jpg.jpg
SpitzTruck LA,Los Angeles,Mediterráneo,Económico,$,+1 706-246-9546,"2060 N Vermont Ave, Los Angeles, CA 90027-1919",0 reviews,No disponible,No disponible,No disponible,talk2us@eatatspitz.com,No disponible
Ta-eem Grill,Los Angeles,Mediterráneo,Económico,$,No disponible,"7422 Melrose Ave, Los Angeles, CA 90046-7515",67 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/1a/95/58/97/img-20200112-wa0079-largejpg.jpg
Tel Aviv Glatt Kosher Grill,Los Angeles,Mediterráneo,Económico,$,+1 818-774-9400,"6846 Reseda Blvd Inside Kosher Bazaar Grocery Market, Los Angeles, CA 91356",22 reviews,5.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0a/65/11/e9/photo0jpg.jpg
The Dolly Llama,Los Angeles,Francés,Económico,$,+1 818-809-2500,"14545 Ventura Blvd, Sherman Oaks, Los Angeles, CA 91403-3772",0 reviews,No disponible,No disponible,No disponible,thedollyllamala@gmail.com,https://media-cdn.tripadvisor.com/media/photo-w/1c/eb/a2/9f/og-waffles.jpg
The Good Pizza,Los Angeles,Italiano,Económico,$,+1 310-215-1883,"7929 Emerson Ave, Los Angeles, CA 90045-1120",6 reviews,4.0,http://www.thegoodpizza.com/,https://thegoodpizza.com/menu-marina-del-rey/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/18/f9/8e/39/photo0jpg.jpg
The Gourmet Pizzeria,Los Angeles,Italiano,Económico,$,+1 213-627-2899,"404 S Figueroa St Ste 419, Los Angeles, CA 90071-1710",12 reviews,4.0,https://www.facebook.com/pages/A1-Live-Scan-Notary-Service/146164096233318?rf=209848252558114,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/18/4e/4b/1b/photo6jpg.jpg
The PieSpace,Los Angeles,Italiano,Económico,$,+1 323-851-6161,"3252 Cahuenga Blvd, Los Angeles, CA 90068",21 reviews,4.0,http://161pizza.com/,No disponible,161streetpizzala@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/16/e6/4b/ec/this-place-is-pretty.jpg
The Pizza Press,Los Angeles,Italiano,Económico,$,+1 323-498-5287,"7100 Santa Monica Blvd Suite 151, West Hollywood, CA 90046-5896",6 reviews,4.5,http://www.thepizzapress.com/location/west-hollywood-ca/,https://www.thepizzapress.com/signature-menu/,info@thepizzapress.com,https://media-cdn.tripadvisor.com/media/photo-s/10/95/3f/dd/interior-opposite-send.jpg
The Pizza Press,Los Angeles,Italiano,Económico,$,+1 818-308-6353,"5077 Lankershim Blvd # A North Hollywood, Los Angeles, CA 91601-4226",8 reviews,4.5,http://www.thepizzapress.com/location/north-hollywood-ca/,https://www.thepizzapress.com/signature-menu/,info@thepizzapress.com,https://media-cdn.tripadvisor.com/media/photo-s/0d/e2/1e/b2/publish-your-own-pizza.jpg
The Thyme Pizzeria,Los Angeles,Italiano,Económico,$,+1 818-914-4395,"20453 Sherman Way, Los Angeles, CA 91306-3109",2 reviews,5.0,No disponible,No disponible,contact@thethymepizzeria.com,https://media-cdn.tripadvisor.com/media/photo-s/0f/9e/f7/ac/mexican-pizza.jpg
Tomato Pie PIzza Joint,Los Angeles,Italiano,Económico,$,No disponible,"2457 Hyperion Ave, Los Angeles, CA 90027-4755",21 reviews,4.0,http://tomatopiepizzajoint.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/13/f7/21/e5/photo0jpg.jpg
Tonino's Pizza Place,Los Angeles,Italiano,Económico,$,+1 818-591-0600,"23351 Mulholland Dr, Los Angeles, CA 91364-2734",8 reviews,4.0,http://www.toninosplacepizzeria.com/,https://www.toninosplacepizzeria.com/menu/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/16/e1/06/c9/photo0jpg.jpg
Trader Joe's,Los Angeles,Mercado de alimentos especializado,Económico,$,+1 323-665-6774,"2738 Hyperion Ave, Los Angeles, CA 90027-3002",70 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0f/14/59/6b/caption.jpg
U PiCK Cafe,Los Angeles,Mediterráneo,Económico,$,+1 626-808-9802,"720 N Lake Ave Ste 9, Pasadena, CA 91104-5803",18 reviews,4.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/13/7f/90/07/photo1jpg.jpg
Uncle Ernie's Pizza,Los Angeles,Italiano,Económico,$,+1 818-709-3663,"9841 Topanga Canyon Blvd, Los Angeles, CA",16 reviews,4.5,http://hstrial-uncleerniespizza.homestead.com/,http://hstrial-uncleerniespizza.homestead.com/menu.html,No disponible,No disponible
Vienna Cafe,Los Angeles,Italiano,Económico,$,+1 323-651-3822,"7356 Melrose Ave, Los Angeles, CA 90046-7527",13 reviews,3.5,http://salslosangeles.com/,No disponible,salscomedyhole@gmail.com,https://media-cdn.tripadvisor.com/media/photo-o/03/c3/ce/0a/vienna-cafe.jpg
Village Pizzeria,Los Angeles,Italiano,Económico,$,+1 323-465-5566,"131 N Larchmont Blvd, Los Angeles, CA 90004-3704",55 reviews,4.5,http://www.villagepizzeria.net/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0d/83/4d/06/village-pizzeria.jpg
West Hills Pizza Company,Los Angeles,Italiano,Económico,$,+1 818-347-4992,"7543 Fallbrook Ave, Los Angeles, CA 91307-1504",13 reviews,4.5,http://westhillspizza.com/,https://westhillspizza.com/menu-list/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/14/4d/5a/6b/img-20180824-202418-largejpg.jpg
Yalla Mediterranean,Los Angeles,Mediterráneo,Económico,$,+1 818-565-0426,"1781 N Victory Pl Burbank Empire Center, Burbank, CA 91502",11 reviews,4.0,No disponible,No disponible,marketing@mcocllc.com,https://media-cdn.tripadvisor.com/media/photo-s/0e/91/02/e6/photo-2.jpg
'Lette Macarons,Los Angeles,Francés,Moderado-Alto,$$ - $$$,+1 310-275-0023,"9466 Charleville Blvd, Beverly Hills, CA 90212-2703",10 reviews,3.5,No disponible,No disponible,info@lettemacarons.com,https://media-cdn.tripadvisor.com/media/photo-s/08/1f/c1/1e/paulette-macarons.jpg
1 Kitchen West Hollywood,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 424-281-1880,"8490 W Sunset Blvd, West Hollywood, CA 90069-1912",5 reviews,5.0,No disponible,No disponible,info@1kitchenwesthollywood.com,https://media-cdn.tripadvisor.com/media/photo-s/1a/dd/95/09/1-kitchen-by-chris-crary.jpg
208 Rodeo Restaurant,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-275-2428,"208 N Rodeo Dr On the corner of Wilshire & Rodeo Drive, Beverly Hills, CA 90210-5104",660 reviews,4.0,http://www.208rodeo.com/,https://208rodeo.com/menus/dinner/,info@208Rodeo.com,https://media-cdn.tripadvisor.com/media/photo-s/0e/4e/6d/67/208-rodeo-outdoor-terrace.jpg
A Food Affair,Los Angeles,Francés,Moderado-Alto,$$ - $$$,+1 310-557-9795,"1515 S Robertson Blvd, Los Angeles, CA 90035-4231",55 reviews,4.5,http://afoodaffair.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/17/32/94/b7/canard.jpg
A.O.C.,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 310-859-9859,"8700 W 3rd St, Los Angeles, CA 90048-3804",452 reviews,4.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d350445-Reviews-A_O_C-Los_Angeles_California.html#,admin@aocwinebar.com,https://media-cdn.tripadvisor.com/media/photo-s/02/66/b0/a3/a-o-c.jpg
Adagio Ristorante,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-225-0533,"22841 Ventura Blvd, Los Angeles, CA 91364-1202",32 reviews,4.0,https://www.facebook.com/pages/Adagio-Ristorante/109408215764373,https://www.tripadvisor.com/Restaurant_Review-g32655-d816470-Reviews-Adagio_Ristorante-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/07/10/91/4f/adagio-ristorante.jpg
Al Italiano,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-716-7894,"23701 Roscoe Blvd, Los Angeles, CA 91304-3041",6 reviews,4.5,http://www.alitaliano.com/,http://www.alitaliano.com/menu.html,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/3a/0c/05/lamb-chops.jpg
Alejos Presto Trattoria Italian Restaurant,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-670-6677,"8343 Lincoln Blvd, Los Angeles, CA 90045-2413",112 reviews,4.0,http://www.alejosrestaurant.com/,https://www.tripadvisor.com/Restaurant_Review-g32655-d368444-Reviews-Alejos_Presto_Trattoria_Italian_Restaurant-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-p/19/c5/37/90/photo1jpg.jpg
Aliki's Greek Taverna,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 310-645-9555,"5862 Arbor Vitae St, Los Angeles, CA 90045-4731",441 reviews,4.5,No disponible,No disponible,ptheodoropoulos@live.com,https://media-cdn.tripadvisor.com/media/photo-s/0a/fc/23/ab/photo1jpg.jpg
All'Acqua Restaurant,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-663-3280,"3280 Glendale Blvd, Los Angeles, CA 90039-1824",41 reviews,4.0,No disponible,No disponible,info@allacquarestaurant.com,https://media-cdn.tripadvisor.com/media/photo-s/08/5b/a7/6c/all-acqua-restaurant.jpg
Alma at The Standard,Los Angeles,Francés,Moderado-Alto,$$ - $$$,+1 323-822-3131,"8300 W Sunset Blvd, West Hollywood, CA 90069-1516",6 reviews,3.5,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0d/12/2e/33/cocktails.jpg
Almaza Fine Mediterranean Cuisine,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 310-280-9006,"8905 Venice Blvd, Los Angeles, CA 90034-3335",20 reviews,4.0,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d1972309-Reviews-Almaza_Fine_Mediterranean_Cuisine-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0c/ff/15/8f/20160916-150820-largejpg.jpg
Amandine Patisserie Cafe Koreatown,Los Angeles,Francés,Moderado-Alto,$$ - $$$,+1 213-568-3235,"3121 W Olympic Blvd Ste 102, Los Angeles, CA 90006-2413",8 reviews,4.0,No disponible,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/52/a4/c2/amandine-patisserie-cafe.jpg
Amante Restaurant,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 213-488-4999,"123 E 9th St, Los Angeles, CA 90015-1701",12 reviews,4.5,http://www.amantela.com/,No disponible,office@amantela.com,https://media-cdn.tripadvisor.com/media/photo-s/0d/47/95/f0/amante-special-pizza.jpg
Amarone Kitchen & Wine,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-652-2233,"8868 W Sunset Blvd, West Hollywood, CA 90069-2108",144 reviews,4.5,No disponible,No disponible,Sandro@AmaroneLA.com,https://media-cdn.tripadvisor.com/media/photo-s/02/e8/ca/da/amarone-kitchen-wine.jpg
Ameci Pizza & Pasta,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-346-1500,"4861 Topanga Canyon Blvd, Los Angeles, CA 91364-4228",3 reviews,5.0,http://www.amecipizzaandpasta.com/,http://www.amecipizzaandpasta.com/menu/appetizers/,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/08/e7/30/c9/ameci-pizza-pasta.jpg
Ameci Pizza Kitchen - Burbank,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-846-5200,"240 N Glenoaks Blvd, Burbank, CA 91502-1205",1 review,5.0,https://www.amecipk.com/,https://order.online/business/ameci-pizza-kitchen-3968,No disponible,https://media-cdn.tripadvisor.com/media/photo-w/1c/3a/51/09/deluxe.jpg
Ancora Cucina Italiana,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-881-8411,"19647 Ventura Blvd, Los Angeles, CA 91356-2918",34 reviews,4.5,http://www.ancoracucinaitaliana.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/0d/56/00/98/photo0jpg.jpg
Andiamo,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-410-4000,"5711 W Century Blvd, Los Angeles, CA 90045-5672",80 reviews,3.5,http://www3.hilton.com/en/hotels/california/hilton-los-angeles-airport-LAXAHHH/dining/index.html,http://www3.hilton.com/resources/media/hi/LAXAHHH/en_US/pdf/en_LAXAHHH_Andiamo_Menu_Jan2019.pdf,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/14/d6/2d/dc/steak.jpg
Angelini Alimentari,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-297-0070,"7317 Beverly Blvd, Los Angeles, CA 90036-2534",10 reviews,5.0,https://www.facebook.com/angelinialimentari/,No disponible,info@angelinialimentari.com,https://media-cdn.tripadvisor.com/media/photo-s/1d/c0/0e/ac/caption.jpg
Angelino Trattoria & Pizzeria,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 818-769-5241,"4386 Lankershim Blvd Toluca Lake, Los Angeles, CA 91602-2744",26 reviews,4.5,No disponible,No disponible,angelo@angelinopizzeria.com,https://media-cdn.tripadvisor.com/media/photo-s/19/41/42/16/angelino-trattoria-pizzeria.jpg
Angelo's Italian Restaurant & Pizzeria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-282-0153,"1540 W Valley Blvd, Alhambra, CA 91803-2322",17 reviews,4.0,https://angelosrestaurantalhambra.com/,No disponible,zackfrluckaj@gmail.com,https://media-cdn.tripadvisor.com/media/photo-s/19/42/96/31/photo1jpg.jpg
Antonio's Pizzeria & Italian Restaurant,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-788-1103,"13619 Ventura Blvd Sherman Oaks, Los Angeles, CA 91423-3701",52 reviews,4.5,http://antoniospizzeriala.com/,https://antoniospizzeria.clorder.com/ordermenu.aspx,alex@antoniospizzeria57.com,https://media-cdn.tripadvisor.com/media/photo-s/10/cc/20/9b/our-signature-pasta-rossa.jpg
Anwar's Kitchen,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 213-265-7982,"217 E 8th St, Los Angeles, CA 90014-2110",1 review,5.0,http://www.anwarskitchen.com/,No disponible,info@anwarskitchen.com,https://media-cdn.tripadvisor.com/media/photo-s/1d/0a/bb/70/shawarma-tacos-beef-shawarma.jpg
AR Cucina,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-558-8800,"9531 Culver Blvd, Culver City, CA 90232-2618",23 reviews,4.0,http://www.arcucina.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/11/59/ff/06/ar-cucina.jpg
Aroma,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 323-644-2833,"2903 W Sunset Blvd, Los Angeles, CA 90026-2127",26 reviews,4.5,http://aromainsilverlake.com/,No disponible,No disponible,No disponible
ArtBar LA,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 310-881-9312,"12017 Venice Blvd, Los Angeles, CA 90066-3809",0 reviews,No disponible,No disponible,No disponible,artbarinfo@gmail.com,No disponible
Atmosphere Cafe,Los Angeles,Francés,Moderado-Alto,$$ - $$$,No disponible,"12034 Venice Blvd Mar Vista, Los Angeles, CA 90066-3893",15 reviews,4.5,https://www.facebook.com/Atmosphere-Cafe-Mar-Vista-1571084816513843/,No disponible,atmospherecafemarvista@gmail.com,https://media-cdn.tripadvisor.com/media/photo-p/11/81/53/dc/photo3jpg.jpg
Augustine Sherman Oaks,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 818-990-0938,"13456 Ventura Blvd, Los Angeles, CA 91423-3828",12 reviews,5.0,No disponible,No disponible,No disponible,No disponible
Avanti Cafe,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 626-577-4688,"111 N Lake Ave, Pasadena, CA 91101-1835",37 reviews,4.0,No disponible,No disponible,avanticafe@aol.com,No disponible
B J's Chicago Pizzeria,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 310-209-7475,"939 Broxton Ave, Los Angeles, CA 90024-2801",14 reviews,3.0,No disponible,No disponible,No disponible,No disponible
Babouch,Los Angeles,Mediterráneo,Moderado-Alto,$$ - $$$,+1 310-831-0246,"810 S Gaffey St, Los Angeles, CA 90731-3613",36 reviews,4.0,https://www.babouchsanpedro.com/home,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/09/86/a7/d8/fantastic-sausage.jpg
Baby Bros Pizza,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 562-923-8800,"9641 Lakewood Blvd, Downey, CA 90240-3308",8 reviews,3.5,http://babybrospizza.com/,No disponible,No disponible,https://media-cdn.tripadvisor.com/media/photo-s/15/47/35/e6/baby-bros-pizza.jpg
Bacari GDL,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 213-802-6684,"757 Americana Way, Glendale, CA 91210-1507",38 reviews,4.5,No disponible,No disponible,bacarigdl@bacari.us,https://media-cdn.tripadvisor.com/media/photo-s/26/2b/98/e1/open-faced-bacari-burger.jpg
Bacari PDR,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 213-340-8196,"6805 Vista Del Mar Ln Playa Del Rey, Los Angeles, CA 90293-7641",52 reviews,4.5,No disponible,No disponible,BacariPDR@bacari.us,https://media-cdn.tripadvisor.com/media/photo-s/26/2b/af/23/bacari-pdr-indoor-patio.jpg
Bacari W. Adams,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 213-459-1899,"2308 S Union Ave, Los Angeles, CA 90007-1843",31 reviews,4.5,No disponible,No disponible,bacariwadams@bacari.us,https://media-cdn.tripadvisor.com/media/photo-s/0e/12/52/8a/brunch-cicchetti.jpg
barbrix,Los Angeles,Vinoteca,Moderado-Alto,$$ - $$$,+1 323-662-2442,"2442 Hyperion Ave Silver Lake, Los Angeles, CA 90027-4714",55 reviews,4.5,No disponible,https://www.tripadvisor.com/Restaurant_Review-g32655-d1850656-Reviews-Barbrix-Los_Angeles_California.html#,info@barbrix.com,https://media-cdn.tripadvisor.com/media/photo-s/03/a5/b2/c0/barbrix.jpg
barcito,Los Angeles,Gastropub,Moderado-Alto,$$ - $$$,+1 213-415-1821,"403 W 12th St Corner of 12th & Grand, Los Angeles, CA 90015-2150",13 reviews,4.5,No disponible,No disponible,hello@barcitola.com,https://media-cdn.tripadvisor.com/media/photo-s/1a/3a/4b/30/full-bar.jpg
Barone's Famous Italian Restaurant,Los Angeles,Italiano,Moderado-Alto,$$ - $$$,+1 818-782-6004,"13726 Oxnard St, Los Angeles, CA 91401-3905",58 reviews,3.5,http://www.baronesfamousitalian.com/home.html,https://www.tripadvisor.com/Restaurant_Review-g32655-d364918-Reviews-Barone_s_Famous_Italian_Restaurant-Los_Angeles_California.html#,No disponible,https://media-cdn.tripadvisor.com/media/photo-o/07/41/2d/51/exterior.jpg
